
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
18828,boarding,strict,1,0,1,1,1,1,1,0,3,11102,0.15,31,"2017-02-25 04:50:31.603707"
18829,day-care,flexible,1,0,1,1,1,1,0,1,3,11103,0.2,22,"2017-09-26 15:20:15.127505"
18830,dog-walking,flexible,1,1,1,0,1,0,0,1,2,11104,0.2,19,"2018-06-06 04:45:05.698410"
18831,boarding,moderate,1,0,1,0,1,1,1,1,3,11105,0.2,39,"2017-11-24 08:29:37.181255"
18832,dog-walking,moderate,1,0,0,0,1,1,0,0,5,11105,0.2,27,"2017-11-24 08:29:37.181255"
18833,day-care,moderate,1,0,1,0,1,0,1,1,2,11105,0.2,31,"2017-11-24 08:29:37.181255"
18834,boarding,strict,1,1,1,0,1,1,0,1,1,11106,0.2,35,"2018-06-30 16:19:29.091095"
18835,dog-walking,strict,1,0,1,0,1,1,1,1,4,11106,0.2,25,"2018-06-30 16:19:29.091095"
18836,boarding,moderate,1,0,0,0,1,1,0,1,4,11107,0.2,39,"2018-05-22 06:31:22.221662"
18837,day-care,strict,1,0,1,1,1,1,0,0,2,11107,0.2,32,"2018-05-22 06:31:22.221662"
18838,boarding,strict,1,0,1,1,1,1,1,1,4,11108,0.2,32,"2017-08-08 15:54:15.177478"
18839,day-care,flexible,0,0,1,0,0,0,1,1,2,11108,0.2,28,"2017-08-08 15:54:15.177478"
18840,day-care,strict,0,1,0,1,0,1,1,1,2,11109,0.2,25,"2018-03-08 23:33:36.342821"
18841,boarding,strict,0,0,0,1,1,1,0,1,1,11110,0.2,37,"2018-04-15 09:27:35.834522"
18842,day-care,flexible,1,0,1,0,1,1,1,1,2,11110,0.2,26,"2018-04-15 09:27:35.834522"
18843,day-care,flexible,1,0,1,1,1,1,0,1,3,11111,0.2,28,"2017-09-01 17:13:08.373475"
18844,day-care,strict,1,0,1,0,1,1,1,0,5,11112,0.2,27,"2018-07-21 15:36:45.470662"
18845,boarding,strict,1,0,1,1,1,1,0,1,5,11113,0.2,35,"2017-06-10 08:46:05.297149"
18846,dog-walking,strict,1,0,1,0,1,1,1,0,5,11113,0.2,17,"2017-06-10 08:46:05.297149"
18847,day-care,moderate,1,0,0,0,1,1,0,1,2,11114,0.2,26,"2018-08-01 01:10:39.013496"
18848,dog-walking,flexible,0,0,1,0,1,1,1,1,8,11115,0.2,21,"2017-08-07 00:18:26.679994"
18849,day-care,strict,1,0,1,0,1,1,1,1,4,11116,0.2,30,"2017-07-03 12:07:52.679631"
18850,boarding,flexible,1,0,1,0,1,1,1,1,3,11117,0.2,36,"2018-06-01 22:31:18.698047"
18851,dog-walking,moderate,1,0,1,0,1,0,0,0,2,11117,0.2,26,"2018-06-01 22:31:18.698047"
18852,dog-walking,flexible,1,0,1,0,1,0,0,1,2,11118,0.2,24,"2017-08-29 13:40:59.898179"
18853,day-care,flexible,1,0,1,0,1,1,0,0,3,11118,0.2,29,"2017-08-29 13:40:59.898179"
18854,boarding,flexible,1,0,0,1,1,0,1,1,3,11119,0.2,31,"2018-01-12 17:39:59.308934"
18855,dog-walking,flexible,1,0,1,0,1,0,0,1,3,11119,0.2,24,"2018-01-12 17:39:59.308934"
18856,day-care,flexible,1,0,1,1,1,0,0,1,2,11119,0.2,21,"2018-01-12 17:39:59.308934"
18857,boarding,flexible,1,0,1,0,0,0,1,1,5,11120,0.2,31,"2018-07-23 06:00:49.501214"
18858,dog-walking,flexible,1,1,1,0,1,1,0,1,2,11120,0.2,26,"2018-07-23 06:00:49.501214"
18859,dog-walking,moderate,1,0,1,0,1,0,0,0,6,11121,0.2,27,"2017-07-06 15:09:01.567939"
18860,day-care,flexible,1,1,1,1,1,1,0,1,5,11121,0.2,24,"2017-07-06 15:09:01.567939"
18861,day-care,moderate,1,0,1,0,1,1,1,1,3,11122,0.2,29,"2017-12-12 02:49:44.476823"
18862,boarding,flexible,1,0,1,0,1,1,1,0,6,11123,0.2,40,"2018-07-11 22:05:51.675323"
18863,dog-walking,flexible,1,0,1,1,1,1,1,1,7,11123,0.2,18,"2018-07-11 22:05:51.675323"
18864,day-care,flexible,1,0,1,0,1,1,1,1,1,11123,0.2,27,"2018-07-11 22:05:51.675323"
18865,boarding,flexible,1,1,0,1,1,1,0,1,3,11124,0.2,41,"2017-08-26 01:38:54.666965"
18866,dog-walking,moderate,1,1,1,0,0,1,1,1,4,11124,0.2,21,"2017-08-26 01:38:54.666965"
18867,boarding,moderate,1,0,1,1,1,1,0,0,4,11125,0.2,31,"2018-07-30 20:03:53.668740"
18868,boarding,strict,1,0,1,1,1,1,1,1,2,11126,0.2,42,"2018-02-04 13:00:09.971638"
18869,boarding,flexible,1,0,1,1,1,1,1,0,3,11127,0.2,39,"2017-11-13 15:52:22.415609"
18870,dog-walking,moderate,1,0,1,0,1,1,1,1,4,11127,0.2,20,"2017-11-13 15:52:22.415609"
18871,day-care,strict,1,0,1,0,1,0,1,1,4,11128,0.15,31,"2017-03-05 08:57:49.432475"
18872,boarding,strict,1,0,1,0,1,1,1,1,3,11129,0.2,28,"2018-03-15 23:31:36.699885"
18873,boarding,strict,1,0,1,0,1,0,1,1,3,11130,0.2,32,"2018-01-28 06:21:18.951961"
18874,dog-walking,flexible,1,0,1,0,1,1,0,0,3,11130,0.2,20,"2018-01-28 06:21:18.951961"
18875,boarding,moderate,0,1,1,0,1,1,1,1,5,11131,0.2,32,"2017-05-29 08:33:25.749804"
18876,dog-walking,flexible,1,0,1,0,1,1,1,0,4,11131,0.2,18,"2017-05-29 08:33:25.749804"
18877,day-care,strict,1,1,1,0,1,0,0,0,3,11131,0.2,31,"2017-05-29 08:33:25.749804"
18878,dog-walking,strict,1,0,1,1,1,1,0,0,4,11132,0.2,17,"2017-09-30 02:00:02.430119"
18879,dog-walking,strict,1,1,1,0,1,0,0,1,3,11133,0.2,21,"2018-04-11 04:09:17.522258"
18880,day-care,strict,1,0,1,0,1,1,0,1,6,11133,0.2,26,"2018-04-11 04:09:17.522258"
18881,boarding,moderate,1,0,1,0,1,1,1,0,4,11134,0.2,30,"2018-01-26 21:01:07.665107"
18882,dog-walking,flexible,1,0,1,0,1,1,0,0,4,11134,0.2,24,"2018-01-26 21:01:07.665107"
18883,boarding,strict,1,0,1,1,1,1,0,1,1,11135,0.15,36,"2017-02-02 17:43:48.040288"
18884,day-care,strict,1,0,1,0,1,1,0,1,6,11135,0.15,25,"2017-02-02 17:43:48.040288"
18885,boarding,flexible,0,1,1,0,1,1,1,1,3,11136,0.2,36,"2017-08-22 08:23:55.172545"
18886,dog-walking,flexible,1,0,1,0,1,1,1,0,1,11137,0.2,23,"2017-11-18 18:38:35.910497"
18887,dog-walking,moderate,1,1,1,0,0,1,0,1,6,11138,0.2,19,"2018-06-07 03:15:36.432671"
18888,day-care,moderate,1,1,1,0,1,1,1,0,3,11138,0.2,33,"2018-06-07 03:15:36.432671"
18889,dog-walking,moderate,1,0,1,0,1,1,0,1,6,11139,0.2,24,"2017-06-23 06:30:44.528653"
18890,day-care,strict,1,1,1,0,1,1,0,1,4,11139,0.2,25,"2017-06-23 06:30:44.528653"
18891,day-care,flexible,1,1,1,1,1,1,1,0,5,11140,0.15,27,"2017-02-18 11:18:08.715989"
18892,boarding,flexible,1,0,1,0,1,1,0,1,5,11141,0.2,36,"2017-06-03 07:37:37.230055"
18893,day-care,moderate,1,0,1,0,1,1,1,1,4,11141,0.2,25,"2017-06-03 07:37:37.230055"
18894,boarding,moderate,1,0,1,0,1,1,1,1,2,11142,0.2,32,"2018-05-10 07:14:28.019547"
18895,dog-walking,flexible,1,0,1,0,1,1,1,1,8,11142,0.2,23,"2018-05-10 07:14:28.019547"
18896,day-care,strict,1,1,1,1,1,1,1,1,2,11142,0.2,27,"2018-05-10 07:14:28.019547"
18897,boarding,flexible,1,0,1,0,1,0,0,1,3,11143,0.2,27,"2018-02-06 00:41:07.762087"
18898,dog-walking,flexible,1,0,0,1,1,1,0,1,1,11143,0.2,17,"2018-02-06 00:41:07.762087"
18899,day-care,moderate,1,1,1,0,1,1,0,1,5,11143,0.2,27,"2018-02-06 00:41:07.762087"
18900,boarding,flexible,1,0,1,0,1,1,1,0,4,11144,0.2,32,"2018-04-08 09:21:18.660003"
18901,dog-walking,flexible,1,0,1,0,1,1,1,1,7,11144,0.2,22,"2018-04-08 09:21:18.660003"
18902,boarding,moderate,0,0,1,0,1,1,1,1,3,11145,0.2,30,"2018-05-13 07:51:49.486010"
18903,day-care,flexible,1,0,1,0,1,0,1,1,6,11145,0.2,23,"2018-05-13 07:51:49.486010"
18904,dog-walking,strict,1,1,1,0,0,1,1,0,6,11146,0.15,27,"2017-02-05 05:11:31.535811"
18905,boarding,moderate,1,0,1,0,1,0,0,1,2,11147,0.2,33,"2017-12-01 16:21:23.272377"
18906,day-care,flexible,1,0,1,1,1,1,0,1,5,11147,0.2,29,"2017-12-01 16:21:23.272377"
18907,boarding,moderate,1,0,1,0,1,1,0,1,5,11148,0.2,38,"2018-02-17 06:06:00.820569"
18908,dog-walking,strict,1,1,1,1,1,1,1,1,3,11148,0.2,21,"2018-02-17 06:06:00.820569"
18909,boarding,flexible,0,0,1,0,1,1,0,0,5,11149,0.15,41,"2016-12-06 02:38:41.456305"
18910,dog-walking,flexible,1,1,0,1,1,0,1,1,2,11149,0.15,19,"2016-12-06 02:38:41.456305"
18911,day-care,moderate,0,0,1,1,0,1,0,1,6,11150,0.15,28,"2017-02-25 04:35:59.465357"
18912,day-care,moderate,0,0,0,0,1,1,0,1,5,11151,0.2,27,"2017-09-20 09:47:03.394763"
18913,boarding,strict,1,0,1,0,1,1,0,1,5,11152,0.2,27,"2018-05-29 11:45:16.708354"
18914,dog-walking,flexible,1,0,1,1,1,1,0,0,3,11152,0.2,23,"2018-05-29 11:45:16.708354"
18915,day-care,moderate,1,0,1,0,1,0,1,1,3,11152,0.2,28,"2018-05-29 11:45:16.708354"
18916,dog-walking,moderate,1,0,1,1,1,1,0,0,4,11153,0.2,23,"2017-10-05 12:25:59.355051"
18917,day-care,moderate,1,0,1,1,1,1,1,1,4,11153,0.2,25,"2017-10-05 12:25:59.355051"
18918,boarding,flexible,1,0,1,0,1,0,1,1,3,11154,0.2,35,"2018-03-29 12:24:46.655201"
18919,dog-walking,flexible,1,0,1,1,1,0,0,1,4,11154,0.2,21,"2018-03-29 12:24:46.655201"
18920,boarding,moderate,1,0,1,0,1,1,1,1,5,11155,0.2,31,"2017-12-28 12:40:24.115475"
18921,dog-walking,flexible,1,0,1,1,1,1,0,1,3,11155,0.2,24,"2017-12-28 12:40:24.115475"
18922,day-care,strict,0,0,1,0,1,1,0,1,5,11156,0.2,29,"2017-08-21 21:43:26.020504"
18923,dog-walking,flexible,1,0,0,0,0,1,0,0,4,11157,0.2,21,"2017-09-28 07:38:46.408964"
18924,day-care,strict,1,0,1,0,0,1,1,1,3,11157,0.2,29,"2017-09-28 07:38:46.408964"
18925,boarding,strict,1,0,1,0,1,1,1,1,6,11158,0.15,32,"2017-04-06 23:59:08.664545"
18926,dog-walking,moderate,1,1,1,0,1,1,1,1,5,11158,0.15,24,"2017-04-06 23:59:08.664545"
18927,dog-walking,moderate,1,0,0,0,1,1,0,1,4,11159,0.2,19,"2018-02-13 13:30:47.064301"
18928,boarding,strict,1,0,1,0,1,0,0,0,6,11160,0.15,33,"2017-05-19 09:21:39.676508"
18929,day-care,moderate,1,0,1,0,1,1,1,0,2,11160,0.15,31,"2017-05-19 09:21:39.676508"
18930,boarding,moderate,1,1,1,0,1,0,0,1,2,11161,0.2,32,"2017-10-08 00:56:53.713009"
18931,boarding,strict,0,0,1,0,1,1,0,1,6,11162,0.15,36,"2016-10-31 09:42:07.911255"
18932,dog-walking,strict,1,1,1,1,0,1,1,1,2,11162,0.15,17,"2016-10-31 09:42:07.911255"
18933,boarding,flexible,1,0,1,0,1,1,0,1,6,11163,0.2,33,"2017-05-30 14:16:10.629319"
18934,dog-walking,flexible,1,0,0,0,1,0,0,1,2,11164,0.2,26,"2018-05-06 03:32:02.185674"
18935,day-care,flexible,1,0,1,1,1,1,1,1,2,11164,0.2,26,"2018-05-06 03:32:02.185674"
18936,boarding,strict,1,1,1,0,1,1,1,1,6,11165,0.2,41,"2018-02-16 17:18:36.681526"
18937,boarding,moderate,1,0,1,0,1,1,1,1,3,11166,0.2,39,"2018-05-24 19:01:05.909329"
18938,dog-walking,strict,1,1,1,1,0,0,0,1,6,11166,0.2,25,"2018-05-24 19:01:05.909329"
18939,boarding,flexible,1,0,1,0,1,1,1,1,6,11167,0.2,34,"2018-06-28 14:31:05.828503"
18940,dog-walking,strict,1,0,1,0,1,0,1,1,3,11167,0.2,22,"2018-06-28 14:31:05.828503"
18941,day-care,moderate,1,0,1,0,1,1,0,1,2,11167,0.2,26,"2018-06-28 14:31:05.828503"
18942,boarding,flexible,1,0,1,0,1,1,1,1,4,11168,0.2,32,"2018-06-05 09:50:49.668494"
18943,day-care,moderate,1,0,1,0,1,0,1,1,4,11168,0.2,27,"2018-06-05 09:50:49.668494"
18944,dog-walking,flexible,1,0,0,1,1,1,0,1,2,11169,0.2,27,"2018-03-11 16:18:49.395238"
18945,day-care,strict,1,1,1,0,1,1,0,1,3,11169,0.2,26,"2018-03-11 16:18:49.395238"
18946,boarding,moderate,0,0,1,1,0,1,1,1,1,11170,0.2,41,"2018-05-30 22:47:58.954439"
18947,boarding,moderate,1,0,1,0,1,1,0,1,3,11171,0.2,37,"2018-06-04 16:04:30.736951"
18948,day-care,flexible,1,0,1,1,1,1,1,1,3,11172,0.2,21,"2017-08-18 02:18:43.878429"
18949,boarding,strict,1,0,1,1,1,1,1,1,5,11173,0.2,36,"2017-09-28 22:45:57.361982"
18950,boarding,flexible,1,0,1,0,1,1,1,0,6,11174,0.15,32,"2017-04-19 22:28:39.159319"
18951,day-care,moderate,1,0,1,0,1,1,0,1,2,11174,0.15,23,"2017-04-19 22:28:39.159319"
18952,boarding,moderate,1,0,1,0,1,1,0,1,2,11175,0.2,36,"2018-05-07 19:34:12.447851"
18953,day-care,flexible,1,1,1,1,1,1,0,1,2,11175,0.2,31,"2018-05-07 19:34:12.447851"
18954,boarding,strict,1,0,1,0,1,1,0,0,7,11176,0.2,39,"2017-07-22 04:39:24.303435"
18955,boarding,moderate,0,0,1,0,1,1,0,1,4,11177,0.2,36,"2018-04-20 21:02:07.892762"
18956,day-care,strict,1,0,1,0,1,1,0,1,6,11178,0.2,31,"2018-01-31 00:20:30.900865"
18957,boarding,moderate,0,0,1,1,0,1,1,1,3,11179,0.2,35,"2017-12-16 03:56:11.831290"
18958,boarding,strict,1,0,0,0,1,0,0,1,3,11180,0.2,32,"2018-03-25 19:01:22.133209"
18959,dog-walking,strict,1,0,1,1,1,1,0,1,6,11180,0.2,21,"2018-03-25 19:01:22.133209"
18960,day-care,flexible,1,0,1,1,0,1,0,1,3,11180,0.2,25,"2018-03-25 19:01:22.133209"
18961,boarding,strict,1,1,1,0,1,0,0,1,6,11181,0.2,34,"2017-09-11 02:22:26.490385"
18962,dog-walking,moderate,1,0,1,0,1,1,0,1,5,11181,0.2,25,"2017-09-11 02:22:26.490385"
18963,day-care,moderate,1,0,1,0,1,0,0,0,3,11182,0.2,25,"2018-06-29 13:21:04.082256"
18964,boarding,moderate,1,0,1,1,1,0,1,0,5,11183,0.2,39,"2018-05-03 01:51:26.814758"
18965,day-care,flexible,1,0,1,0,1,1,1,1,8,11183,0.2,26,"2018-05-03 01:51:26.814758"
18966,dog-walking,strict,0,0,1,0,1,1,1,1,3,11184,0.2,18,"2018-01-06 06:40:42.464405"
18967,day-care,flexible,1,0,1,1,1,1,1,1,4,11184,0.2,29,"2018-01-06 06:40:42.464405"
18968,boarding,moderate,1,0,1,0,1,1,1,1,3,11185,0.15,36,"2016-12-21 05:03:01.519876"
18969,dog-walking,strict,1,0,1,0,1,1,0,1,1,11185,0.15,23,"2016-12-21 05:03:01.519876"
18970,boarding,moderate,1,1,1,1,1,1,1,0,2,11186,0.2,39,"2017-12-24 17:06:51.703801"
18971,dog-walking,moderate,1,0,1,0,1,0,1,1,4,11186,0.2,23,"2017-12-24 17:06:51.703801"
18972,boarding,strict,0,0,0,0,1,1,0,1,2,11187,0.2,40,"2018-01-28 08:50:40.993383"
18973,dog-walking,moderate,1,0,1,0,1,1,1,1,4,11187,0.2,20,"2018-01-28 08:50:40.993383"
18974,boarding,moderate,1,0,0,0,1,1,1,1,6,11188,0.2,34,"2018-03-02 19:56:48.197197"
18975,dog-walking,moderate,1,0,1,0,1,1,1,1,3,11188,0.2,26,"2018-03-02 19:56:48.197197"
18976,day-care,moderate,0,1,1,0,1,0,1,1,4,11188,0.2,25,"2018-03-02 19:56:48.197197"
18977,dog-walking,flexible,1,1,1,0,1,1,0,1,3,11189,0.2,19,"2017-12-21 02:54:56.685289"
18978,boarding,strict,1,1,1,1,1,1,0,1,4,11190,0.15,37,"2016-12-23 03:19:45.060265"
18979,day-care,moderate,1,1,1,0,1,1,1,1,1,11190,0.15,28,"2016-12-23 03:19:45.060265"
18980,boarding,flexible,1,0,1,0,1,1,0,1,1,11191,0.2,38,"2018-04-09 06:23:16.607921"
18981,dog-walking,flexible,1,0,1,0,1,1,1,1,3,11191,0.2,22,"2018-04-09 06:23:16.607921"
18982,day-care,flexible,1,0,0,0,1,1,1,0,4,11191,0.2,23,"2018-04-09 06:23:16.607921"
18983,dog-walking,strict,1,0,1,0,1,1,1,1,3,11192,0.2,17,"2017-10-01 20:13:40.102956"
18984,day-care,strict,1,1,0,1,1,1,1,0,3,11192,0.2,28,"2017-10-01 20:13:40.102956"
18985,boarding,flexible,1,0,1,0,1,1,0,1,6,11193,0.2,37,"2018-03-03 16:54:14.652730"
18986,day-care,moderate,1,1,1,0,1,1,0,1,2,11193,0.2,28,"2018-03-03 16:54:14.652730"
18987,dog-walking,moderate,1,0,1,0,1,0,1,1,2,11194,0.15,25,"2016-11-20 11:38:18.050783"
18988,day-care,strict,1,0,1,0,1,1,0,1,1,11195,0.2,27,"2017-08-22 10:33:58.667877"
18989,day-care,strict,1,0,1,0,1,1,0,0,1,11196,0.15,25,"2016-12-03 02:27:39.642025"
18990,boarding,strict,0,0,1,1,1,1,0,1,6,11197,0.2,38,"2018-05-18 15:24:03.590547"
18991,dog-walking,strict,1,0,1,1,1,1,0,0,5,11197,0.2,26,"2018-05-18 15:24:03.590547"
18992,day-care,moderate,1,1,1,0,1,0,0,1,3,11197,0.2,28,"2018-05-18 15:24:03.590547"
18993,day-care,flexible,1,0,0,0,1,1,1,1,1,11198,0.2,29,"2018-05-30 09:40:57.258869"
18994,boarding,flexible,1,0,1,0,1,1,0,1,2,11199,0.2,32,"2018-07-24 12:59:31.206554"
18995,dog-walking,strict,1,1,0,0,1,1,0,1,5,11199,0.2,23,"2018-07-24 12:59:31.206554"
18996,day-care,strict,1,0,1,0,1,1,1,0,3,11199,0.2,23,"2018-07-24 12:59:31.206554"
18997,boarding,flexible,1,0,0,1,1,1,0,1,5,11200,0.2,36,"2017-10-05 05:01:34.642709"
18998,day-care,moderate,1,0,1,1,1,1,1,0,4,11200,0.2,27,"2017-10-05 05:01:34.642709"
18999,boarding,flexible,1,0,0,1,0,1,1,0,4,11201,0.2,38,"2018-01-19 18:18:52.941579"
19000,dog-walking,moderate,1,0,1,0,1,1,0,1,4,11201,0.2,24,"2018-01-19 18:18:52.941579"
19001,day-care,moderate,1,1,0,1,1,1,0,0,5,11201,0.2,26,"2018-01-19 18:18:52.941579"
19002,day-care,strict,1,0,1,0,1,1,1,1,1,11202,0.2,29,"2018-06-03 10:21:34.145691"
19003,dog-walking,moderate,1,0,1,1,1,1,1,1,3,11203,0.15,17,"2016-09-16 14:29:06.073460"
19004,boarding,strict,1,0,0,0,1,1,1,1,5,11204,0.2,37,"2017-11-20 03:27:35.280668"
19005,dog-walking,strict,1,0,1,0,1,1,1,1,2,11205,0.2,22,"2017-08-19 13:42:44.791405"
19006,day-care,strict,1,1,1,0,1,1,1,1,5,11205,0.2,27,"2017-08-19 13:42:44.791405"
19007,dog-walking,strict,1,0,1,0,1,1,0,0,6,11206,0.2,23,"2017-08-19 14:04:56.004166"
19008,boarding,strict,1,0,1,1,1,1,1,1,3,11207,0.2,31,"2017-10-16 13:02:57.780218"
19009,dog-walking,moderate,1,0,1,0,1,1,1,1,2,11207,0.2,23,"2017-10-16 13:02:57.780218"
19010,day-care,moderate,1,0,1,0,1,1,0,0,5,11208,0.15,30,"2017-02-21 05:19:34.575013"
19011,boarding,strict,1,0,1,0,1,1,1,1,3,11209,0.2,28,"2017-06-15 11:13:10.742338"
19012,day-care,moderate,1,0,1,0,1,1,0,1,4,11209,0.2,34,"2017-06-15 11:13:10.742338"
19013,boarding,moderate,1,0,1,0,1,1,0,0,2,11210,0.2,28,"2018-07-06 00:36:25.191452"
19014,dog-walking,flexible,1,0,1,0,1,1,0,0,5,11210,0.2,20,"2018-07-06 00:36:25.191452"
19015,day-care,moderate,1,0,1,0,1,1,0,1,5,11210,0.2,25,"2018-07-06 00:36:25.191452"
19016,day-care,moderate,1,0,1,0,1,1,0,1,8,11211,0.2,24,"2018-02-12 07:55:22.811886"
19017,boarding,flexible,1,0,1,0,1,1,0,0,3,11212,0.2,35,"2017-08-23 21:35:58.388533"
19018,dog-walking,strict,0,0,1,0,1,1,0,1,5,11213,0.2,22,"2018-07-01 15:52:06.369336"
19019,day-care,flexible,0,0,1,0,1,0,1,1,3,11214,0.2,28,"2018-06-04 04:50:55.301295"
19020,dog-walking,moderate,1,0,1,1,1,0,0,1,4,11215,0.2,24,"2017-08-13 01:27:06.382352"
19021,boarding,flexible,1,0,0,0,1,1,0,1,2,11216,0.2,32,"2018-03-22 08:51:34.225521"
19022,dog-walking,flexible,1,1,1,1,1,1,0,1,3,11216,0.2,22,"2018-03-22 08:51:34.225521"
19023,boarding,moderate,1,0,1,0,1,1,0,1,2,11217,0.2,36,"2017-09-03 19:42:24.373142"
19024,boarding,strict,1,0,1,1,1,1,1,1,5,11218,0.2,35,"2018-07-15 15:59:02.741703"
19025,dog-walking,strict,1,0,1,0,1,1,1,0,1,11218,0.2,27,"2018-07-15 15:59:02.741703"
19026,day-care,moderate,1,0,1,0,1,1,1,1,2,11218,0.2,32,"2018-07-15 15:59:02.741703"
19027,dog-walking,flexible,1,0,1,0,1,1,0,1,1,11219,0.2,21,"2018-02-22 12:31:10.376121"
19028,day-care,flexible,1,0,1,0,0,1,1,1,6,11219,0.2,27,"2018-02-22 12:31:10.376121"
19029,boarding,flexible,1,0,0,1,1,1,0,1,5,11220,0.15,40,"2017-04-04 16:10:00.134638"
19030,boarding,strict,1,0,1,0,0,1,0,1,3,11221,0.2,29,"2017-06-25 01:14:05.822226"
19031,dog-walking,strict,1,1,1,0,1,0,0,0,4,11221,0.2,22,"2017-06-25 01:14:05.822226"
19032,day-care,moderate,1,1,1,0,1,1,0,0,7,11221,0.2,24,"2017-06-25 01:14:05.822226"
19033,boarding,moderate,1,0,1,1,1,1,0,1,5,11222,0.2,30,"2018-01-18 08:41:50.933283"
19034,dog-walking,flexible,1,0,1,1,1,1,0,1,6,11222,0.2,23,"2018-01-18 08:41:50.933283"
19035,day-care,moderate,1,0,1,1,1,0,0,1,3,11223,0.2,32,"2018-07-11 00:33:27.091411"
19036,boarding,flexible,1,0,1,0,1,1,1,1,2,11224,0.15,36,"2017-03-10 22:13:44.522637"
19037,dog-walking,moderate,1,0,1,1,1,1,0,1,1,11224,0.15,20,"2017-03-10 22:13:44.522637"
19038,day-care,flexible,1,1,1,0,1,1,0,1,6,11224,0.15,28,"2017-03-10 22:13:44.522637"
19039,dog-walking,strict,1,0,1,0,1,1,1,1,4,11225,0.2,22,"2018-04-23 06:21:53.147735"
19040,boarding,moderate,1,0,1,0,1,1,0,0,1,11226,0.2,36,"2017-10-11 11:57:13.737845"
19041,dog-walking,flexible,1,0,1,0,0,1,1,1,3,11226,0.2,17,"2017-10-11 11:57:13.737845"
19042,boarding,flexible,1,0,0,0,1,0,1,0,1,11227,0.2,38,"2017-06-09 07:48:51.385533"
19043,boarding,strict,1,0,0,1,1,1,0,1,2,11228,0.2,36,"2018-02-12 09:31:07.486933"
19044,day-care,flexible,1,1,1,0,1,1,1,1,3,11229,0.15,27,"2017-05-05 10:52:05.534848"
19045,dog-walking,flexible,1,1,1,0,1,1,0,1,5,11230,0.2,25,"2017-12-13 16:29:44.916551"
19046,day-care,moderate,1,0,1,0,1,0,0,0,4,11230,0.2,24,"2017-12-13 16:29:44.916551"
19047,boarding,moderate,1,0,1,0,1,1,1,1,1,11231,0.2,29,"2017-12-22 16:57:55.444846"
19048,boarding,moderate,1,0,1,0,1,0,1,0,5,11232,0.2,38,"2018-05-21 12:10:15.831791"
19049,dog-walking,moderate,1,0,1,0,1,1,1,1,2,11232,0.2,21,"2018-05-21 12:10:15.831791"
19050,dog-walking,flexible,0,0,1,0,1,0,0,1,5,11233,0.2,18,"2018-04-23 10:21:26.983316"
19051,dog-walking,moderate,1,0,1,0,1,0,1,1,2,11234,0.2,21,"2018-01-26 00:06:28.455059"
19052,day-care,strict,1,0,0,0,1,1,0,0,5,11235,0.2,24,"2018-02-11 13:19:10.967407"
19053,dog-walking,moderate,1,0,1,1,0,1,0,1,3,11236,0.2,25,"2018-05-17 08:29:02.384085"
19054,day-care,flexible,1,0,1,0,0,1,1,1,3,11236,0.2,25,"2018-05-17 08:29:02.384085"
19055,day-care,flexible,1,0,0,0,1,1,1,1,5,11237,0.15,31,"2017-05-06 16:22:21.776829"
19056,day-care,strict,0,1,1,0,1,1,1,1,2,11238,0.2,28,"2017-09-20 19:23:55.982716"
19057,dog-walking,moderate,1,0,1,1,1,1,1,1,1,11239,0.15,21,"2016-12-27 12:39:07.928950"
19058,day-care,moderate,1,0,1,0,1,1,1,1,4,11239,0.15,28,"2016-12-27 12:39:07.928950"
19059,dog-walking,moderate,1,0,1,0,1,1,1,1,3,11240,0.2,20,"2018-03-08 15:02:31.142354"
19060,day-care,flexible,1,0,1,1,0,1,1,1,3,11240,0.2,30,"2018-03-08 15:02:31.142354"
19061,boarding,moderate,1,1,0,0,1,1,0,0,2,11241,0.2,41,"2018-07-25 12:26:30.598962"
19062,dog-walking,moderate,1,0,1,0,1,1,0,1,6,11242,0.2,23,"2017-08-17 16:17:46.448008"
19063,day-care,strict,1,0,1,0,1,1,0,1,4,11242,0.2,24,"2017-08-17 16:17:46.448008"
19064,boarding,strict,1,1,1,1,1,1,0,1,2,11243,0.15,33,"2017-04-19 21:53:05.437597"
19065,dog-walking,flexible,1,0,1,1,1,1,0,1,2,11243,0.15,28,"2017-04-19 21:53:05.437597"
19066,boarding,moderate,1,0,1,0,1,0,0,0,6,11244,0.2,37,"2017-10-15 23:11:12.699507"
19067,boarding,strict,1,1,1,0,1,0,1,1,3,11245,0.2,34,"2017-06-24 15:29:15.851352"
19068,dog-walking,strict,1,0,1,0,1,1,1,0,3,11246,0.2,24,"2018-02-15 22:41:51.457852"
19069,boarding,flexible,1,0,1,1,1,1,0,1,7,11247,0.2,32,"2018-02-17 23:26:47.435647"
19070,boarding,strict,1,0,1,1,1,1,1,1,2,11248,0.2,36,"2018-06-23 06:37:02.708180"
19071,day-care,moderate,1,0,1,0,1,1,1,0,2,11248,0.2,27,"2018-06-23 06:37:02.708180"
19072,boarding,strict,1,0,1,0,0,0,1,0,6,11249,0.2,35,"2017-12-30 11:16:16.790261"
19073,day-care,moderate,1,0,1,0,1,0,1,1,2,11249,0.2,25,"2017-12-30 11:16:16.790261"
